ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2019.0;1.0;2019-01-01;Alvorada;Aline;MG;Andrelândia;47,62;25,72;262,60;22,38;75,27;15,83;39,37;29,22;99,71;0,00;0,00;14,37
2019.0;1.0;2019-01-01;Alvorada;Alvorada;PR;Piraí do Sul;2305,67;1515,62;221,10;22,98;79,47;16,68;38,24;30,58;99,57;0,00;0,00;2,71
2019.0;1.0;2019-01-01;Alvorada;Antonio Fontes;MG;Andrelândia;56,25;32,74;259,83;22,38;75,27;15,83;39,37;29,22;99,71;0,00;0,00;14,37
2019.0;1.0;2019-01-01;Alvorada;Anézio;MG;Liberdade;95,47;48,54;266,02;21,97;75,48;16,05;38,89;28,71;99,59;0,00;0,00;12,29
2019.0;1.0;2019-01-01;Alvorada;Aterrado;MG;Liberdade;200,75;92,25;266,02;21,97;75,48;16,05;38,89;28,71;99,59;0,00;0,00;12,29
2019.0;1.0;2019-01-01;Alvorada;Barra Grande;PR;Doutor Ulysses;494,73;140,95;253,46;23,65;83,17;17,10;35,21;32,35;100,00;0,00;0,00;1,61
2019.0;1.0;2019-01-01;Alvorada;Barro Branco;SP;Apiaí;421,02;187,65;253,83;23,07;83,75;17,14;36,53;31,78;100,00;0,00;0,00;334,86
2019.0;1.0;2019-01-01;Alvorada;Bela Vista;PR;Arapoti;918,50;527,00;173,82;24,23;77,48;18,20;34,91;32,48;99,93;0,00;0,00;0,44
2019.0;1.0;2019-01-01;Alvorada;Boa Vista;PR;Ventania;110,44;41,38;174,19;24,19;77,57;18,18;35,02;32,43;99,93;0,00;0,00;0,93
2019.0;1.0;2019-01-01;Alvorada;Boca do Mato;MG;Bom Jardim de Minas;29,07;14,78;232,50;22,98;74,24;16,69;35,13;30,22;99,69;0,00;0,00;3,35
2019.0;1.0;2019-01-01;Alvorada;Boqueirão;PR;Ibaiti;123,34;58,52;177,30;24,59;76,20;18,53;31,82;33,15;99,65;0,00;0,00;0,27
2019.0;1.0;2019-01-01;Alvorada;Butiá Grande;PR;Jaguariaíva;14,22;12,24;264,62;23,00;80,57;16,58;38,50;30,63;99,84;0,00;0,00;2,56
2019.0;1.0;2019-01-01;Alvorada;Cachoeira Alta;MG;Andrelândia;93,39;47,08;208,15;22,55;74,21;16,60;36,02;29,74;99,73;0,00;0,00;3,22
2019.0;1.0;2019-01-01;Alvorada;Cadeado I;PR;Jaguariaíva;21,17;12,29;256,72;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;Alvorada;Cadeado II;PR;Jaguariaíva;22,00;16,79;256,72;22,85;82,61;16,08;35,84;30,94;100,00;0,00;0,00;3,79
2019.0;1.0;2019-01-01;Alvorada;Capichingui;MG;Andrelândia;36,45;20,09;259,96;22,38;75,27;15,83;39,37;29,22;99,71;0,00;0,00;14,37
