ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2010.0;1.0;2010-01-01;Alvorada;Aline;MG;Andrelândia;47,62;25,72;296,06;21,59;78,40;16,19;39,83;28,04;99,74;0,00;0,00;17,41
2010.0;1.0;2010-01-01;Alvorada;Alvorada;PR;Piraí do Sul;2305,67;1515,62;393,30;20,83;89,50;16,39;61,33;27,37;99,64;0,00;0,00;27,56
2010.0;1.0;2010-01-01;Alvorada;Antonio Fontes;MG;Andrelândia;56,25;32,74;286,11;21,59;78,40;16,19;39,83;28,04;99,74;0,00;0,00;17,41
2010.0;1.0;2010-01-01;Alvorada;Anézio;MG;Liberdade;95,47;48,54;311,50;21,20;78,48;15,83;39,20;27,68;99,60;0,00;0,00;22,37
2010.0;1.0;2010-01-01;Alvorada;Aterrado;MG;Liberdade;200,75;92,25;311,50;21,20;78,48;15,83;39,20;27,68;99,60;0,00;0,00;22,37
2010.0;1.0;2010-01-01;Alvorada;Barra Grande;PR;Doutor Ulysses;494,73;140,95;353,86;21,53;91,04;16,53;57,45;30,03;100,00;0,00;0,00;98,60
2010.0;1.0;2010-01-01;Alvorada;Barro Branco;SP;Apiaí;421,02;187,65;351,12;21,16;91,12;16,22;56,03;29,18;100,00;0,00;0,00;2,18
2010.0;1.0;2010-01-01;Alvorada;Bela Vista;PR;Arapoti;918,50;527,00;397,69;21,79;89,27;17,31;61,79;28,75;100,00;0,00;0,00;18,70
2010.0;1.0;2010-01-01;Alvorada;Boa Vista;PR;Ventania;110,44;41,38;371,36;21,77;89,31;17,31;61,80;28,73;100,00;0,00;0,00;18,95
2010.0;1.0;2010-01-01;Alvorada;Boca do Mato;MG;Bom Jardim de Minas;29,07;14,78;321,91;22,21;76,78;15,27;37,87;29,15;99,84;0,00;0,00;20,33
2010.0;1.0;2010-01-01;Alvorada;Boqueirão;PR;Ibaiti;123,34;58,52;378,10;22,06;88,75;17,65;61,20;29,21;99,92;0,00;0,00;34,35
2010.0;1.0;2010-01-01;Alvorada;Butiá Grande;PR;Jaguariaíva;14,22;12,24;345,80;20,80;89,97;15,80;60,70;27,95;99,86;0,00;0,00;23,65
2010.0;1.0;2010-01-01;Alvorada;Cachoeira Alta;MG;Andrelândia;93,39;47,08;298,00;21,71;77,35;14,94;38,31;28,12;99,77;1,00;0,00;17,70
2010.0;1.0;2010-01-01;Alvorada;Cadeado I;PR;Jaguariaíva;21,17;12,29;290,06;20,83;90,49;15,84;58,74;28,85;100,00;0,00;0,00;2,69
2010.0;1.0;2010-01-01;Alvorada;Cadeado II;PR;Jaguariaíva;22,00;16,79;290,06;20,83;90,49;15,84;58,74;28,85;100,00;0,00;0,00;2,69
2010.0;1.0;2010-01-01;Alvorada;Capichingui;MG;Andrelândia;36,45;20,09;291,50;21,59;78,40;16,19;39,83;28,04;99,74;0,00;0,00;17,41
2010.0;1.0;2010-01-01;Alvorada;Capão Redondo;MG;Andrelândia;44,38;23,48;287,61;21,34;78,20;15,60;39,44;27,82;99,50;0,00;0,00;19,01
2010.0;1.0;2010-01-01;Alvorada;Caratuva II;PR;Arapoti;1567,93;786,24;390,04;22,06;88,75;17,65;61,20;29,21;99,92;0,00;0,00;34,35
2010.0;1.0;2010-01-01;Alvorada;Cercado Grande;PR;Jaguariaíva;443,21;239,26;373,30;20,66;89,70;15,79;61,29;27,51;99,70;0,00;0,00;22,71
2010.0;1.0;2010-01-01;Alvorada;Cinzas;PR;Jaguariaíva;253,08;107,82;335,23;20,49;89,70;15,60;61,58;27,35;99,54;0,00;0,00;25,14
2010.0;1.0;2010-01-01;Alvorada;Curraleiro;MG;Liberdade;135,04;65,82;309,76;21,20;78,48;15,83;39,20;27,68;99,60;0,00;0,00;22,37
