ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2017.0;1.0;2017-01-01;Alvorada;Aline;MG;Andrelândia;47,62;25,72;380,01;21,62;78,96;16,30;39,85;29,14;99,40;0,00;0,00;2,44
2017.0;1.0;2017-01-01;Alvorada;Alvorada;PR;Piraí do Sul;2305,67;1515,62;202,85;21,38;85,31;15,34;42,74;28,77;99,89;0,00;0,00;2,47
2017.0;1.0;2017-01-01;Alvorada;Antonio Fontes;MG;Andrelândia;56,25;32,74;381,08;21,62;78,96;16,30;39,85;29,14;99,40;0,00;0,00;2,44
2017.0;1.0;2017-01-01;Alvorada;Anézio;MG;Liberdade;95,47;48,54;381,20;21,15;79,53;15,97;38,13;28,88;99,46;0,00;0,00;1,86
2017.0;1.0;2017-01-01;Alvorada;Aterrado;MG;Liberdade;200,75;92,25;381,20;21,15;79,53;15,97;38,13;28,88;99,46;0,00;0,00;1,86
2017.0;1.0;2017-01-01;Alvorada;Barra Grande;PR;Doutor Ulysses;494,73;140,95;258,80;21,86;88,59;15,66;41,77;30,55;100,00;0,00;0,00;3,87
2017.0;1.0;2017-01-01;Alvorada;Barro Branco;SP;Apiaí;421,02;187,65;269,32;21,38;89,62;15,86;43,85;30,01;100,00;0,00;0,00;0,67
2017.0;1.0;2017-01-01;Alvorada;Bela Vista;PR;Arapoti;918,50;527,00;207,07;22,46;84,76;16,62;45,64;30,42;99,99;0,00;0,00;0,06
2017.0;1.0;2017-01-01;Alvorada;Boa Vista;PR;Ventania;110,44;41,38;193,04;22,42;84,82;16,59;45,78;30,37;99,99;0,00;0,00;0,23
2017.0;1.0;2017-01-01;Alvorada;Boca do Mato;MG;Bom Jardim de Minas;29,07;14,78;353,53;22,14;78,10;16,71;35,38;30,24;99,77;0,00;0,00;2,42
2017.0;1.0;2017-01-01;Alvorada;Boqueirão;PR;Ibaiti;123,34;58,52;200,31;22,75;84,09;16,91;46,78;31,05;99,79;0,00;0,00;0,98
2017.0;1.0;2017-01-01;Alvorada;Butiá Grande;PR;Jaguariaíva;14,22;12,24;231,43;21,21;86,98;15,00;42,78;28,92;99,77;0,00;0,00;0,74
2017.0;1.0;2017-01-01;Alvorada;Cachoeira Alta;MG;Andrelândia;93,39;47,08;341,36;21,81;77,92;16,43;39,02;29,28;99,68;0,00;0,00;4,76
2017.0;1.0;2017-01-01;Alvorada;Cadeado I;PR;Jaguariaíva;21,17;12,29;254,64;21,14;88,17;14,96;41,93;29,54;100,00;1,00;0,00;0,10
2017.0;1.0;2017-01-01;Alvorada;Cadeado II;PR;Jaguariaíva;22,00;16,79;254,64;21,14;88,17;14,96;41,93;29,54;100,00;1,00;0,00;0,10
2017.0;1.0;2017-01-01;Alvorada;Capichingui;MG;Andrelândia;36,45;20,09;374,44;21,62;78,96;16,30;39,85;29,14;99,40;0,00;0,00;2,44
2017.0;1.0;2017-01-01;Alvorada;Capão Redondo;MG;Andrelândia;44,38;23,48;365,45;21,34;79,03;16,24;38,57;28,95;99,44;0,00;0,00;1,91
2017.0;1.0;2017-01-01;Alvorada;Caratuva II;PR;Arapoti;1567,93;786,24;207,98;22,75;84,09;16,91;46,78;31,05;99,79;0,00;0,00;0,98
2017.0;1.0;2017-01-01;Alvorada;Cercado Grande;PR;Jaguariaíva;443,21;239,26;272,27;21,10;86,47;15,01;42,57;28,76;99,69;0,00;0,00;1,20
2017.0;1.0;2017-01-01;Alvorada;Cinzas;PR;Jaguariaíva;253,08;107,82;226,40;20,92;86,46;14,63;43,45;28,26;99,81;1,00;0,00;4,34
2017.0;1.0;2017-01-01;Alvorada;Curraleiro;MG;Liberdade;135,04;65,82;379,08;21,15;79,53;15,97;38,13;28,88;99,46;0,00;0,00;1,86
2017.0;1.0;2017-01-01;Alvorada;Dois Corregos;MG;Bom Jardim de Minas;750,55;524,95;358,78;21,51;78,34;15,97;40,99;28,66;99,39;0,00;0,00;2,00
2017.0;1.0;2017-01-01;Alvorada;Elias;MG;Bom Jardim de Minas;262,93;120,10;370,07;21,43;78,66;16,15;37,35;29,15;99,58;0,00;0,00;1,20
2017.0;1.0;2017-01-01;Alvorada;Enes;PR;Jaguariaíva;5,99;5,70;258,87;21,14;88,17;14,96;41,93;29,54;100,00;1,00;0,00;0,10
2017.0;1.0;2017-01-01;Alvorada;Estação;PR;Sengés;4,82;4,45;244,49;21,14;88,17;14,96;41,93;29,54;100,00;1,00;0,00;0,10
2017.0;1.0;2017-01-01;Alvorada;Estiva;MG;Andrelândia;43,35;22,00;365,73;21,51;78,34;15,97;40,99;28,66;99,39;0,00;0,00;2,00
2017.0;1.0;2017-01-01;Alvorada;Fumal;MG;Andrelândia;295,70;206,81;380,01;21,62;78,96;16,30;39,85;29,14;99,40;0,00;0,00;2,44
2017.0;1.0;2017-01-01;Alvorada;Gentil;PR;Jaguariaíva;128,65;53,35;214,35;20,96;86,68;14,63;43,13;28,37;99,71;1,00;0,00;2,19
2017.0;1.0;2017-01-01;Alvorada;Imbaú;PR;Congonhinhas;963,14;365,06;200,72;23,22;84,26;17,71;54,07;31,13;99,60;0,00;0,00;0,71
2017.0;1.0;2017-01-01;Alvorada;Imbutaia;MG;Bom Jardim de Minas;79,55;48,70;368,01;21,43;78,66;16,15;37,35;29,15;99,58;0,00;0,00;1,20
2017.0;1.0;2017-01-01;Alvorada;Imbutaia 02;MG;Bom Jardim de Minas;618,75;373,26;367,89;22,14;78,10;16,71;35,38;30,24;99,77;0,00;0,00;2,42
2017.0;1.0;2017-01-01;Alvorada;Imbutaia 02-A;MG;Bom Jardim de Minas;28,45;16,38;370,07;21,61;78,52;16,31;36,86;29,42;99,59;0,00;0,00;0,71
2017.0;1.0;2017-01-01;Alvorada;Jacaranda;MG;Andrelândia;69,79;47,65;380,20;21,62;78,96;16,30;39,85;29,14;99,40;0,00;0,00;2,44
