ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2000.0;1.0;2000-01-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;114,77;26,87;73,97;20,95;33,55;34,65;98,64;0,00;0,00;2,55
2000.0;1.0;2000-01-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;158,28;26,35;75,84;19,95;35,23;34,37;98,41;0,00;0,00;14,83
2000.0;1.0;2000-01-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;106,51;27,03;73,25;20,92;31,94;35,09;98,42;0,00;0,00;1,81
2000.0;1.0;2000-01-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;163,53;25,62;77,37;20,28;39,55;33,33;98,57;0,00;0,00;36,24
2000.0;1.0;2000-01-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;182,99;26,44;74,45;20,04;33,60;34,91;98,12;0,00;0,00;1,15
2000.0;1.0;2000-01-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;104,80;26,75;73,35;20,41;33,50;34,88;98,44;0,00;0,00;0,52
2000.0;1.0;2000-01-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;157,99;26,64;74,62;20,22;33,66;34,71;97,97;0,00;0,00;2,63
2000.0;2.0;2000-02-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;189,14;25,30;82,59;20,53;53,73;32,58;99,73;0,00;0,00;4,41
2000.0;2.0;2000-02-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;208,19;24,84;83,44;20,80;52,26;32,08;99,74;0,00;0,00;9,99
2000.0;2.0;2000-02-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;156,24;25,35;82,33;20,39;52,85;32,63;99,77;0,00;0,00;3,02
2000.0;2.0;2000-02-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;217,86;24,22;84,15;19,99;53,05;31,44;99,57;0,00;0,00;12,71
2000.0;2.0;2000-02-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;218,27;24,92;82,94;20,73;53,42;31,87;99,54;0,00;0,00;9,51
2000.0;2.0;2000-02-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;212,21;25,07;82,41;20,45;54,06;32,12;99,52;0,00;0,00;5,35
2000.0;2.0;2000-02-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;182,52;25,15;82,68;20,78;54,88;32,24;99,23;0,00;0,00;4,54
2000.0;3.0;2000-03-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;213,15;24,49;85,46;20,15;55,76;32,22;99,77;0,00;0,00;2,75
2000.0;3.0;2000-03-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;273,99;24,11;85,74;19,64;47,69;31,92;99,37;0,00;0,00;4,78
2000.0;3.0;2000-03-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;181,43;24,50;85,32;20,40;54,65;32,39;99,55;0,00;0,00;8,72
2000.0;3.0;2000-03-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;324,43;23,59;85,85;19,27;50,74;30,78;99,34;0,00;0,00;3,11
2000.0;3.0;2000-03-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;281,67;24,14;85,71;20,18;54,38;31,76;98,96;0,00;0,00;6,19
2000.0;3.0;2000-03-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;195,66;24,25;85,17;20,12;52,26;31,97;99,45;0,00;0,00;2,00
2000.0;3.0;2000-03-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;244,90;24,33;85,70;20,46;55,54;32,05;99,27;0,00;0,00;4,91
2000.0;4.0;2000-04-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;34,69;24,13;70,74;12,44;38,23;31,95;98,88;4,00;0,00;1,21
2000.0;4.0;2000-04-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;68,39;23,90;70,39;12,23;37,43;32,02;97,52;3,00;0,00;0,20
2000.0;4.0;2000-04-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;38,20;24,31;69,89;13,19;37,86;32,17;98,16;4,00;0,00;0,06
2000.0;4.0;2000-04-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;59,00;23,26;71,52;11,89;35,65;31,04;97,52;6,00;0,00;0,74
2000.0;4.0;2000-04-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;42,25;23,67;71,76;12,42;38,08;31,46;97,69;3,00;0,00;3,10
2000.0;4.0;2000-04-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;50,96;23,94;69,91;12,56;40,20;31,83;97,92;4,00;0,00;2,77
2000.0;4.0;2000-04-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;38,77;23,93;71,18;12,36;39,23;31,77;98,17;3,00;0,00;1,28
2000.0;5.0;2000-05-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;41,66;22,16;62,29;10,54;27,87;32,48;97,43;9,00;0,00;7,61
2000.0;5.0;2000-05-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;53,26;22,13;61,69;10,49;29,10;32,12;96,93;7,00;0,00;1,63
2000.0;5.0;2000-05-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;49,23;22,25;62,11;11,32;26,87;32,54;97,72;7,00;0,00;6,84
2000.0;5.0;2000-05-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;52,08;21,60;63,03;10,49;32,83;31,23;98,77;8,00;0,00;9,60
2000.0;5.0;2000-05-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;31,39;22,02;61,92;10,64;29,06;32,00;96,74;10,00;0,00;1,18
2000.0;5.0;2000-05-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;55,72;21,77;63,12;11,12;26,50;31,69;96,31;9,00;0,00;6,57
2000.0;5.0;2000-05-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;37,53;22,09;62,35;10,47;28,94;32,11;96,72;10,00;0,00;6,94
2000.0;6.0;2000-06-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;7,53;22,06;60,59;9,25;24,21;32,04;97,11;6,00;0,00;12,99
2000.0;6.0;2000-06-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;4,86;21,95;60,00;10,91;22,63;31,38;95,16;6,00;0,00;2,06
2000.0;6.0;2000-06-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;9,39;22,04;61,50;9,69;24,55;32,06;95,87;6,00;0,00;12,79
2000.0;6.0;2000-06-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;12,49;21,18;62,82;10,54;24,65;30,31;95,79;7,00;0,00;7,60
2000.0;6.0;2000-06-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;3,61;22,05;58,60;10,22;23,14;32,06;96,40;7,00;0,00;10,72
2000.0;6.0;2000-06-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;10,72;21,66;61,68;10,17;25,13;31,41;95,47;6,00;0,00;6,80
2000.0;6.0;2000-06-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;6,94;22,06;59,70;9,75;24,46;32,02;97,02;6,00;0,00;12,02
2000.0;7.0;2000-07-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;33,26;18,76;56,53;4,09;24,82;31,78;96,66;19,00;4,00;24,60
2000.0;7.0;2000-07-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;20,89;18,43;55,85;3,53;25,45;31,63;96,08;19,00;4,00;1,69
2000.0;7.0;2000-07-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;37,46;18,74;57,03;4,66;24,43;31,71;96,56;19,00;1,00;23,20
2000.0;7.0;2000-07-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;21,79;17,78;57,33;3,95;25,66;30,37;95,71;21,00;2,00;0,11
2000.0;7.0;2000-07-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;26,34;18,77;54,48;3,55;25,00;32,16;96,14;20,00;5,00;99,67
2000.0;7.0;2000-07-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;31,97;18,29;56,85;4,59;24,73;31,27;96,83;19,00;2,00;24,66
2000.0;7.0;2000-07-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;23,93;18,77;55,40;3,66;25,46;31,99;96,39;19,00;5,00;303,83
2000.0;8.0;2000-08-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;102,36;23,00;59,99;13,46;22,02;35,31;99,83;4,00;0,00;9,41
