ANO;MES;DATA;EMPRESA;FAZENDA;UF;MUNICIPIO;AREA_T;AREA_PRODU;PRECIP_CHIRPS_MM;TEMP_MEDIA_C;UMID_MEDIA_PCT;TEMP_MIN_C;UMID_MIN_PCT;TEMP_MAX_C;UMID_MAX_PCT;NOITES_FRIAS_Eucalipto_<15C;NOITES_FRIAS_Pinus_<5C;DIRECAO_VENTO_GRAUS
2005.0;1.0;2005-01-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;313,07;25,55;84,47;19,59;49,28;33,20;99,30;0,00;0,00;20,44
2005.0;1.0;2005-01-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;378,96;25,26;83,89;20,03;50,68;32,79;99,19;0,00;0,00;18,50
2005.0;1.0;2005-01-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;300,09;25,56;84,48;19,41;48,67;33,28;99,08;0,00;0,00;0,16
2005.0;1.0;2005-01-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;336,78;24,66;84,15;19,69;45,26;32,59;99,56;0,00;0,00;24,58
2005.0;1.0;2005-01-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;378,86;25,29;83,90;20,14;45,93;33,11;98,86;0,00;0,00;7,67
2005.0;1.0;2005-01-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;391,01;25,33;84,36;19,49;47,79;33,12;99,50;0,00;0,00;9,77
2005.0;1.0;2005-01-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;352,70;25,41;84,54;19,80;48,59;32,94;99,48;0,00;0,00;4,06
2005.0;2.0;2005-02-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;84,74;27,29;62,46;19,44;22,39;37,58;97,56;0,00;0,00;3,01
2005.0;2.0;2005-02-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;107,54;26,71;64,09;18,84;25,48;36,19;97,32;0,00;0,00;8,71
2005.0;2.0;2005-02-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;69,60;27,57;61,10;20,16;19,72;38,50;97,17;0,00;0,00;0,01
2005.0;2.0;2005-02-01;MSNOVA;EUROPA;MS;Ribas do Rio Pardo;1433,32;1433,32;111,17;26,11;64,79;18,43;26,90;35,18;97,38;0,00;0,00;0,02
2005.0;2.0;2005-02-01;MSNOVA;JACARÉ;MS;Água Clara;518,66;518,66;90,19;26,74;63,17;19,57;25,00;36,44;97,10;0,00;0,00;3,67
2005.0;2.0;2005-02-01;MSNOVA;LÍRIO DO VALE;MS;Brasilândia;768,74;768,74;83,74;27,12;61,70;20,20;23,13;37,02;97,26;0,00;0,00;5,86
2005.0;2.0;2005-02-01;MSNOVA;SANTO ANDRÉ;MS;Água Clara;189,27;189,27;82,30;27,04;63,05;19,64;25,19;36,88;97,44;0,00;0,00;4,40
2005.0;3.0;2005-03-01;MSNOVA;ABASTO;MS;Água Clara;952,59;952,59;52,39;26,92;67,55;20,12;29,37;36,65;99,69;0,00;0,00;16,49
2005.0;3.0;2005-03-01;MSNOVA;BOA AGUADA;MS;Ribas do Rio Pardo;841,30;841,30;54,13;26,40;68,80;19,14;31,63;35,48;98,91;0,00;0,00;6,49
2005.0;3.0;2005-03-01;MSNOVA;CAPELA;MS;TRES LAGOAS;149,66;149,66;51,72;27,10;66,60;20,55;27,43;37,14;99,67;0,00;0,00;8,83
